precise_ID,sample_id,study,project,condition,rep_id,Biological Replicates,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Time in phase [h],Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,DOI,GEO,Published,SRX,Run,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_replicate_correlations
SF_0011,DDB_SF_S1-001_B7_RNAseq__3,DDB-I_SF_S1-001,ddb-i_sf_s1-001,[DDB_ctrl]_[BW25113_WT]_[SF]_[B],7,8,02/11/2021,Escherichia coli BW25113,DDB7,M9,glucose(4),NH4Cl(1),O2,M9,,30,6.5,,Shake-Flask,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb-i_sf_s1-001:[DDB_ctrl]_[BW25113_WT]_[SF]_[B],TRUE
SF_0012,DDB_SF_S1-001_B7_RNAseq__2,DDB-I_SF_S1-001,ddb-i_sf_s1-001,[DDB_ctrl]_[BW25113_WT]_[SF]_[B],7,8,02/11/2021,Escherichia coli BW25113,DDB7,M9,glucose(4),NH4Cl(1),O2,M9,,30,6.5,,Shake-Flask,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb-i_sf_s1-001:[DDB_ctrl]_[BW25113_WT]_[SF]_[B],TRUE
SF_0013,DDB_SF_S1-001_B7_RNAseq__1,DDB-I_SF_S1-001,ddb-i_sf_s1-001,[DDB_ctrl]_[BW25113_WT]_[SF]_[B],7,8,02/11/2021,Escherichia coli BW25113,DDB7,M9,glucose(4),NH4Cl(1),O2,M9,,30,6.5,,Shake-Flask,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb-i_sf_s1-001:[DDB_ctrl]_[BW25113_WT]_[SF]_[B],TRUE
SF_0014,DDB_I_SF_S1_001_B2,DDB-I_SF_S1-001,ddb-i_sf_s1-001,[DDB_ctrl]_[BW25113_WT]_[SF]_[B],2,8,21/02/2022,Escherichia coli K-12 MG1655,DDB8,M9,glucose(4),NH4Cl(1),O2,M9,,30,6.5,,Shake-Flask,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb-i_sf_s1-001:[DDB_ctrl]_[BW25113_WT]_[SF]_[B],TRUE
SF_0015,DDB_I_SF_S1_001_A1,DDB-I_SF_S1-001,ddb-i_sf_s1-001,[DDB_ctrl]_[MG1655_WT]_[SF]_[A],1,9,21/02/2022,Escherichia coli K-12 MG1655,DDB8,M9,glucose(4),NH4Cl(1),O2,M9,,30,6.5,,Shake-Flask,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb-i_sf_s1-001:[DDB_ctrl]_[MG1655_WT]_[SF]_[A],TRUE
SF_0016,DDB_I_SF_S1_001_B1,DDB-I_SF_S1-001,ddb-i_sf_s1-001,[DDB_ctrl]_[BW25113_WT]_[SF]_[B],1,8,21/02/2022,Escherichia coli K-12 MG1655,DDB8,M9,glucose(4),NH4Cl(1),O2,M9,,30,6.5,,Shake-Flask,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb-i_sf_s1-001:[DDB_ctrl]_[BW25113_WT]_[SF]_[B],TRUE
DDB_0001,DDB_PD_001_RNA_5,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3427]_[Batch]_[5h],1,3,13/02/2020,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,5,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3427]_[Batch]_[5h],TRUE
DDB_0002,DDB_PD_001_RNA_6,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3427]_[Batch]_[5h],2,3,13/02/2020,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,5,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3427]_[Batch]_[5h],TRUE
DDB_0003,DDB_PD_001_RNA_8,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3427]_[Batch]_[5h],3,3,13/02/2020,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,5,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3427]_[Batch]_[5h],TRUE
DDB_0004,DDB_PD_001_RNA_14,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3427]_[Fed-batch]_[16h],1,2,13/02/2020,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3427]_[Fed-batch]_[16h],TRUE
DDB_0005,DDB_PD_001_RNA_20,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3427]_[Fed-batch]_[16h],2,2,13/02/2020,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3427]_[Fed-batch]_[16h],TRUE
DDB_0006,DDB_PD_001_RNA_13,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3427]_[Fed-batch]_[72h],1,2,13/02/2020,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,72,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3427]_[Fed-batch]_[72h],TRUE
DDB_0007,DDB_PD_001_RNA_19,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3427]_[Fed-batch]_[72h],2,2,13/02/2020,Escherichia coli HMP30,HMP3427,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,72,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3427]_[Fed-batch]_[72h],TRUE
DDB_0008,DDB_PD_001_RNA_3,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3397]_[Batch]_[5h],1,2,13/02/2020,Escherichia coli HMP30,HMP3397,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,5,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3397]_[Batch]_[5h],TRUE
DDB_0009,DDB_PD_001_RNA_4,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3397]_[Batch]_[5h],2,2,13/02/2020,Escherichia coli HMP30,HMP3397,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,5,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3397]_[Batch]_[5h],TRUE
DDB_0010,DDB_PD_001_RNA_12,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3397]_[Fed-batch]_[16h],1,2,13/02/2020,Escherichia coli HMP30,HMP3397,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3397]_[Fed-batch]_[16h],TRUE
DDB_0011,DDB_PD_001_RNA_18,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3397]_[Fed-batch]_[16h],2,2,13/02/2020,Escherichia coli HMP30,HMP3397,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3397]_[Fed-batch]_[16h],TRUE
DDB_0012,DDB_PD_001_RNA_11,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3397]_[Fed-batch]_[72h],1,2,13/02/2020,Escherichia coli HMP30,HMP3397,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,72,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3397]_[Fed-batch]_[72h],TRUE
DDB_0013,DDB_PD_001_RNA_17,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3397]_[Fed-batch]_[72h],2,2,13/02/2020,Escherichia coli HMP30,HMP3397,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,72,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3397]_[Fed-batch]_[72h],TRUE
DDB_0014,DDB_PD_001_RNA_1,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3396]_[Batch]_[5h],1,3,13/02/2020,Escherichia coli HMP30,HMP3396,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,5,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3396]_[Batch]_[5h],TRUE
DDB_0015,DDB_PD_001_RNA_2,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3396]_[Batch]_[5h],2,3,13/02/2020,Escherichia coli HMP30,HMP3396,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,5,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3396]_[Batch]_[5h],TRUE
DDB_0016,DDB_PD_001_RNA_7,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3396]_[Batch]_[5h],3,3,13/02/2020,Escherichia coli HMP30,HMP3396,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,5,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3396]_[Batch]_[5h],TRUE
DDB_0017,DDB_PD_001_RNA_10,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3396]_[Fed-batch]_[16h],1,2,13/02/2020,Escherichia coli HMP30,HMP3396,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3396]_[Fed-batch]_[16h],TRUE
DDB_0018,DDB_PD_001_RNA_16,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3396]_[Fed-batch]_[16h],2,2,13/02/2020,Escherichia coli HMP30,HMP3396,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,16,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3396]_[Fed-batch]_[16h],TRUE
DDB_0019,DDB_PD_001_RNA_15,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3396]_[Fed-batch]_[72h],1,2,13/02/2020,Escherichia coli HMP30,HMP3396,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,72,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3396]_[Fed-batch]_[72h],TRUE
DDB_0020,DDB_PD_001_RNA_9,DDB_PD_001_AMBR,ddb_pd_001,[DDB_PD_001]_[HMP3396]_[Fed-batch]_[72h],2,2,13/02/2020,Escherichia coli HMP30,HMP3396,DDB_BM_001_Kan,glucose(4),NH4Cl(1),O2,DDB_TM_001_Kan,,30,6.5,,AMBR,72,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_001:[DDB_PD_001]_[HMP3396]_[Fed-batch]_[72h],TRUE
DDB_0021,DDB_PD_002_AMBR_3__S03_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_slow_feed]_[Batch]_[0h],1,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_slow_feed]_[Batch]_[0h],TRUE
DDB_0022,DDB_PD_002_AMBR_4__S03_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_slow_feed]_[Batch]_[0h],2,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_slow_feed]_[Batch]_[0h],TRUE
DDB_0023,DDB_PD_002_AMBR_7__S03_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_fast_feed]_[Batch]_[0h],1,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_fast_feed]_[Batch]_[0h],TRUE
DDB_0024,DDB_PD_002_AMBR_8__S03_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_fast_feed]_[Batch]_[0h],2,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_fast_feed]_[Batch]_[0h],TRUE
DDB_0029,DDB_PD_002_AMBR_7__S11_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_fast_feed]_[Fed-batch]_[18h],1,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,18,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_fast_feed]_[Fed-batch]_[18h],TRUE
DDB_0030,DDB_PD_002_AMBR_8__S11_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_fast_feed]_[Fed-batch]_[18h],2,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,18,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_fast_feed]_[Fed-batch]_[18h],TRUE
DDB_0031,DDB_PD_002_AMBR_7__S14_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_fast_feed]_[Fed-batch]_[27h],1,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,27,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_fast_feed]_[Fed-batch]_[27h],TRUE
DDB_0032,DDB_PD_002_AMBR_8__S14_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_fast_feed]_[Fed-batch]_[27h],2,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,27,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_fast_feed]_[Fed-batch]_[27h],TRUE
DDB_0033,DDB_PD_002_AMBR_3__S11_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_slow_feed]_[Fed-batch]_[53h],1,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,53,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_slow_feed]_[Fed-batch]_[53h],TRUE
DDB_0034,DDB_PD_002_AMBR_4__S11_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_slow_feed]_[Fed-batch]_[53h],2,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,53,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_slow_feed]_[Fed-batch]_[53h],TRUE
DDB_0035,DDB_PD_002_AMBR_3__S14_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_slow_feed]_[Fed-batch]_[86h],1,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,86,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_slow_feed]_[Fed-batch]_[86h],TRUE
DDB_0036,DDB_PD_002_AMBR_4__S14_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3427_slow_feed]_[Fed-batch]_[86h],2,2,08/06/2020,Escherichia coli BW25113,HMP3427,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,86,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3427_slow_feed]_[Fed-batch]_[86h],TRUE
DDB_0037,DDB_PD_002_AMBR_1__S03_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3397_slow_feed]_[Batch]_[0h],1,2,08/06/2020,Escherichia coli BW25113,HMP3397,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3397_slow_feed]_[Batch]_[0h],TRUE
DDB_0038,DDB_PD_002_AMBR_2__S03_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3397_slow_feed]_[Batch]_[0h],2,2,08/06/2020,Escherichia coli BW25113,HMP3397,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3397_slow_feed]_[Batch]_[0h],TRUE
DDB_0041,DDB_PD_002_AMBR_6__S06_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[3h],2,2,08/06/2020,Escherichia coli BW25113,HMP3397,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,3,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[3h],TRUE
DDB_0042,DDB_PD_002_AMBR_5__S06_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[3h],1,2,08/06/2020,Escherichia coli BW25113,HMP3397,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,3,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[3h],TRUE
DDB_0043,DDB_PD_002_AMBR_1__S06_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3397_slow_feed]_[Fed-batch]_[7h],1,2,08/06/2020,Escherichia coli BW25113,HMP3397,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,7,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3397_slow_feed]_[Fed-batch]_[7h],TRUE
DDB_0044,DDB_PD_002_AMBR_2__S06_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3397_slow_feed]_[Fed-batch]_[7h],2,2,08/06/2020,Escherichia coli BW25113,HMP3397,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,7,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3397_slow_feed]_[Fed-batch]_[7h],TRUE
DDB_0045,DDB_PD_002_AMBR_6__S11_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[18h],2,2,08/06/2020,Escherichia coli BW25113,HMP3397,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,18,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[18h],TRUE
DDB_0046,DDB_PD_002_AMBR_5__S11_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[18h],1,2,08/06/2020,Escherichia coli BW25113,HMP3397,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,18,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[18h],TRUE
DDB_0047,DDB_PD_002_AMBR_6__S14_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[27h],2,2,08/06/2020,Escherichia coli BW25113,HMP3397,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,27,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[27h],TRUE
DDB_0048,DDB_PD_002_AMBR_5__S14_RNA,DDB_PD_002_AMBR,ddb_pd_002,[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[27h],1,2,08/06/2020,Escherichia coli BW25113,HMP3397,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,27,,,,,,,,,,PAIRED,ILLUMINA,TRUE,FALSE,TRUE,TRUE,ddb_pd_002:[DDB_PD_002]_[HMP3397_fast_feed]_[Fed-batch]_[27h],TRUE
DDB_0053,DDB_PD_003_AMBR_R9__S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_WT]_[Batch]_[0h],1,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_WT]_[Batch]_[0h],TRUE
DDB_0054,NEB1_1DDB_PD_003_AMBR_R9_S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_NEB]_[Batch]_[0h],1,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_NEB]_[Batch]_[0h],TRUE
DDB_0055,NEB2_1DDB_PD_003_AMBR_R9_S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_NEB]_[Batch]_[0h],2,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_NEB]_[Batch]_[0h],TRUE
DDB_0056,Qiagen1_1DDB_PD_003_AMBR_R9_S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_Qiagen]_[Batch]_[0h],1,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_Qiagen]_[Batch]_[0h],TRUE
DDB_0057,Qiagen2_1DDB_PD_003_AMBR_R9_S03_RNA,DDB_PD_003_AMBR,ddb_pd_003,[DDB_PD_003]_[DDB7_Qiagen]_[Batch]_[0h],2,2,07/07/2020,Escherichia coli BW25113,DDB7,DDB_BM_002,glucose(4),NH4Cl(1),O2,DDB_TM_002,,30,6.5,,AMBR,0,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ddb_pd_003:[DDB_PD_003]_[DDB7_Qiagen]_[Batch]_[0h],TRUE
